Time,0
2018-08-23 07:49:28.767123296,15
2018-08-30 07:57:22.191780832,20
2018-09-06 08:05:15.616438368,17
2018-09-13 08:13:09.041095904,21
2018-09-20 08:21:02.465753440,19
2018-09-27 08:28:55.890410944,24
2018-10-04 08:36:49.315068480,26
2018-10-11 08:44:42.739726016,28
2018-10-18 08:52:36.164383552,27
2018-10-25 09:00:29.589041088,30
2018-11-01 09:08:23.013698624,35
2018-11-08 09:16:16.438356160,46
2018-11-15 09:24:09.863013696,40
2018-11-22 09:32:03.287671232,39
2018-11-29 09:39:56.712328768,67
2018-12-06 09:47:50.136986304,77
2018-12-13 09:55:43.561643840,76
2018-12-20 10:03:36.986301376,89
2018-12-27 10:11:30.410958912,112
2019-01-03 10:19:23.835616448,110
2019-01-10 10:27:17.260273984,196
2019-01-17 10:35:10.684931520,135
2019-01-24 10:43:04.109589056,163
2019-01-31 10:50:57.534246592,251
2019-02-07 10:58:50.958904096,397
2019-02-14 11:06:44.383561632,488
2019-02-21 11:14:37.808219168,527
2019-02-28 11:22:31.232876704,701
2019-03-07 11:30:24.657534240,733
2019-03-14 11:38:18.082191776,762
2019-03-21 11:46:11.506849312,981
2019-03-28 11:54:04.931506848,1385
2019-04-04 12:01:58.356164384,1441
2019-04-11 12:09:51.780821920,1512
2019-04-18 12:17:45.205479456,1487
2019-04-25 12:25:38.630136992,1389
2019-05-02 12:33:32.054794528,1903
2019-05-09 12:41:25.479452064,1950
2019-05-16 12:49:18.904109600,1946
2019-05-23 12:57:12.328767136,2588
2019-05-30 13:05:05.753424672,3046
2019-06-06 13:12:59.178082208,3382
2019-06-13 13:20:52.602739712,2849
2019-06-20 13:28:46.027397248,2177
2019-06-27 13:36:39.452054784,1285
2019-07-04 13:44:32.876712320,880
2019-07-11 13:52:26.301369856,638
2019-07-18 14:00:19.726027392,324
2019-07-25 14:08:13.150684928,244
2019-08-01 14:16:06.575342464,183
2019-08-08 14:24:00.000000000,165
2019-08-15 14:31:53.424657536,122
2019-08-22 14:39:46.849315072,120
2019-08-29 14:47:40.273972608,91
2019-09-05 14:55:33.698630144,72
2019-09-12 15:03:27.123287680,104
2019-09-19 15:11:20.547945216,105
2019-09-26 15:19:13.972602752,103
2019-10-03 15:27:07.397260288,125
2019-10-10 15:35:00.821917824,128
2019-10-17 15:42:54.246575328,127
2019-10-24 15:50:47.671232864,104
2019-10-31 15:58:41.095890400,109
2019-11-07 16:06:34.520547936,139
2019-11-14 16:14:27.945205472,92
2019-11-21 16:22:21.369863008,135
2019-11-28 16:30:14.794520544,116
2019-12-05 16:38:08.219178080,100
2019-12-12 16:46:01.643835616,134
2019-12-19 16:53:55.068493152,150
2019-12-26 17:01:48.493150688,159
2020-01-02 17:09:41.917808224,161
2020-01-09 17:17:35.342465760,174
2020-01-16 17:25:28.767123296,386
2020-01-23 17:33:22.191780832,583
2020-01-30 17:41:15.616438368,726
2020-02-06 17:49:09.041095904,706
2020-02-13 17:57:02.465753440,1020
2020-02-20 18:04:55.890410944,1189
2020-02-27 18:12:49.315068480,1597
2020-03-05 18:20:42.739726016,1820
2020-03-12 18:28:36.164383552,2216
2020-03-19 18:36:29.589041088,2370
2020-03-26 18:44:23.013698624,1981
2020-04-02 18:52:16.438356160,1924
2020-04-09 19:00:09.863013696,2191
2020-04-16 19:08:03.287671232,3008
2020-04-23 19:15:56.712328768,2965
2020-04-30 19:23:50.136986304,2723
2020-05-07 19:31:43.561643840,2975
2020-05-14 19:39:36.986301376,2574
2020-05-21 19:47:30.410958912,2092
2020-05-28 19:55:23.835616448,1800
2020-06-04 20:03:17.260273984,1542
2020-06-11 20:11:10.684931520,1169
2020-06-18 20:19:04.109589056,948
2020-06-25 20:26:57.534246592,759
2020-07-02 20:34:50.958904096,596
2020-07-09 20:42:44.383561632,570
2020-07-16 20:50:37.808219168,473
2020-07-23 20:58:31.232876704,447
2020-07-30 21:06:24.657534240,316
2020-08-06 21:14:18.082191776,242
2020-08-13 21:22:11.506849312,196
2020-08-20 21:30:04.931506848,200
2020-08-27 21:37:58.356164384,185
2020-09-03 21:45:51.780821920,171
2020-09-10 21:53:45.205479456,201
2020-09-17 22:01:38.630136992,191
2020-09-24 22:09:32.054794528,145
2020-10-01 22:17:25.479452064,136
2020-10-08 22:25:18.904109600,167
2020-10-15 22:33:12.328767136,143
2020-10-22 22:41:05.753424672,154
2020-10-29 22:48:59.178082208,122
2020-11-05 22:56:52.602739712,129
2020-11-12 23:04:46.027397248,169
2020-11-19 23:12:39.452054784,140
2020-11-26 23:20:32.876712320,153
2020-12-03 23:28:26.301369856,162
2020-12-10 23:36:19.726027392,222
2020-12-17 23:44:13.150684928,174
2020-12-24 23:52:06.575342464,156
2021-01-01 00:00:00.000000000,142
